Order ID,Order Status,Cancel reason,Return / Refund Status,Tracking Number*,Shipping Option,Shipment Method,Estimated Ship Out Date,Ship Time,Order Creation Date,Order Paid Time,Parent SKU Reference No.,Product Name,SKU Reference No.,Variation Name,Original Price,Deal Price,Quantity,Product Subtotal,Seller Rebate,Seller Discount,Shopee Rebate,SKU Total Weight,No of product in order,Order Total Weight,Voucher Code,Seller Voucher,Seller Absorbed Coin Cashback,Shopee Voucher,Bundle Deal Indicator,Shopee Bundle Discount,Seller Bundle Discount,Shopee Coins Offset,Credit Card Discount Total,Total Amount,Buyer Paid Shipping Fee,Transaction Fee,Commission Fee,Service Fee,Grand Total,Estimated Shipping Fee,Username (Buyer),Remark from buyer,Order Complete Time,Note
201004F11KNM6J,Completed,,,MY206574874053L,Standard Delivery,Dropoff,2020/10/12 21:15,2020/10/6 13:54,2020/10/4 21:15,2020/10/4 21:15,KT-??C-2,Ready Stock Shoes Kids  Sport Shoes kids Velcro Breathable Mesh Vamp Sneakers LED Sneakers Spiderman Spiderman,KT-??C-2_Red_27,"Red,27",61.33,42.99,1,42.99,18.34,18.34,0,0.5,2,1,CRSEPT7;FSV-60592268,0,0,0,N,0,0,0,0,82.09,2.2,1.64,0,4.79,82.09,8.2,thenmoligopal,,2020/10/20 7:47,
201004F2NECAJ9,Completed,,,MY204378944565V,Standard Delivery,Dropoff,2020/10/12 21:47,2020/10/6 14:04,2020/10/4 21:44,2020/10/4 21:47,KT-??819,Ready Stock  Shoes Kids Shoes Boys Shoes Girls Sneakers Kids,,"Golden,27",39.87,24.99,1,24.99,14.88,14.88,0,0.5,1,0.5,FSV-60641745,0,0,0,N,0,0,0,0,24.99,0,0.5,0,1.5,24.99,6,madiani_jarini,,2020/10/16 10:33,
201004F3CJA8QB,Completed,,,MY208597622819M,Standard Delivery,Dropoff,2020/10/12 9:48,2020/10/11 1:33,2020/10/4 21:57,2020/10/6 9:48,KT-???301,Kids Shoes Kids Canvas Shoes Boys and Girls Fashion Casual Shoes Non-slip Comfortable Sneakers,KT-???301_??_36,"pink,36",28.6,20.02,1,20.02,8.58,8.58,0,0.3,3,1.3,,0,0,0,N,0,0,0,0,113.5,9.6,2.27,0,6.23,113.5,9.6,nadhiranurassyifa,,2020/10/29 10:31,
201004F3CJA8QB,Completed,,,MY208597622819M,Standard Delivery,Dropoff,2020/10/12 9:48,2020/10/11 1:33,2020/10/4 21:57,2020/10/6 9:48,KT-???292-2,Ready Stock Kids Shoes boy&girls Sports Shoes  kasut sukan Breathable mesh sneakers,,"Black,30",38.53,28.89,1,28.89,9.64,9.64,0,0.5,3,1.3,,0,0,0,N,0,0,0,0,113.5,9.6,2.27,0,6.23,113.5,9.6,nadhiranurassyifa,,2020/10/29 10:31,
201004F3CJA8QB,Completed,,,MY208597622819M,Standard Delivery,Dropoff,2020/10/12 9:48,2020/10/11 1:33,2020/10/4 21:57,2020/10/6 9:48,KT-??F6-6,Ready Stock Shoes Kids Sport Shoes LED sneakers Fashion breathable running shoes,KT-??F6-6,"Black,34",73.33,54.99,1,54.99,18.34,18.34,0,0.5,3,1.3,,0,0,0,N,0,0,0,0,113.5,9.6,2.27,0,6.23,113.5,9.6,nadhiranurassyifa,,2020/10/29 10:31,
201004F6WHVFR9,Completed,,,MY200596415694T,Standard Delivery,Dropoff,2020/10/12 23:00,2020/10/6 13:25,2020/10/4 23:00,2020/10/4 23:00,KT-???292-2,Ready Stock Kids Shoes boy&girls Sports Shoes  kasut sukan Breathable mesh sneakers,,"Blue,32",38.53,28.89,1,28.89,9.64,9.64,0,0.5,1,0.5,LUCAA;CROCT1;FSV-60592268,1,0,0,N,0,0,0,0,28.89,0,0.56,0,1.67,27.89,6,babyluvlim,,2020/10/15 10:53,
201004F74TDB4E,Completed,,,MY203738347045S,Standard Delivery,Dropoff,2020/10/12 23:08,2020/10/6 13:25,2020/10/4 23:04,2020/10/4 23:08,KT-???292-2,Ready Stock Kids Shoes boy&girls Sports Shoes  kasut sukan Breathable mesh sneakers,,"Pink,32",38.53,28.89,1,28.89,9.64,9.64,0,0.5,1,0.5,LUCAA,1,0,0,N,0,0,0,0,34.89,6,0.68,0,1.67,33.89,6,ssyatulkamallia,,2020/10/23 18:44,
201005FMDUMYRM,Cancelled,Cancelled by buyer. Reason: Others,,,Standard Delivery,Dropoff,,,2020/10/5 3:02,-,KT-??819,Ready Stock  Shoes Kids Shoes Boys Shoes Girls Sneakers Kids,,"Golden,24",39.87,24.99,1,24.99,14.88,14.88,0,0.5,1,0.5,,0,0,0,N,0,0,0,0,30.99,6,0.62,0,1.5,30.99,6,condlinintang,,,
201005FNNRSG5N,Completed,,,MY2025231866220,Standard Delivery,Dropoff,2020/10/12 3:26,2020/10/6 13:54,2020/10/5 3:24,2020/10/5 3:26,KT-??819,Ready Stock  Shoes Kids Shoes Boys Shoes Girls Sneakers Kids,,"Golden,24",39.87,24.99,1,24.99,14.88,14.88,0,0.5,1,0.5,,0,0,0,N,0,0,0,0,30.99,6,0.62,0,1.5,30.99,6,condlinintang,,2020/10/16 14:21,
201005G725TNUN,Completed,,,MY206160916469J,Standard Delivery,Dropoff,2020/10/12 8:36,2020/10/6 14:04,2020/10/5 8:35,2020/10/5 8:36,KT-???292-2,Ready Stock Kids Shoes boy&girls Sports Shoes  kasut sukan Breathable mesh sneakers,,"Pink,29",38.53,28.89,1,28.89,9.64,9.64,0,0.5,2,1,,0,0,0,N,0,0,0,0,65.98,8.2,1.32,0,3.47,65.98,8.2,amran67,,2020/10/13 0:01,
201005G725TNUN,Completed,,,MY206160916469J,Standard Delivery,Dropoff,2020/10/12 8:36,2020/10/6 14:04,2020/10/5 8:35,2020/10/5 8:36,KT-???292-2,Ready Stock Kids Shoes boy&girls Sports Shoes  kasut sukan Breathable mesh sneakers,,"Blue,31",38.53,28.89,1,28.89,9.64,9.64,0,0.5,2,1,,0,0,0,N,0,0,0,0,65.98,8.2,1.32,0,3.47,65.98,8.2,amran67,,2020/10/13 0:01,
201005G7BPWMKJ,Completed,,,MY206151829907X,Standard Delivery,Dropoff,2020/10/12 17:22,2020/10/7 19:23,2020/10/5 8:41,2020/10/5 17:22,KT-??819,Ready Stock  Shoes Kids Shoes Boys Shoes Girls Sneakers Kids,,"Golden,25",39.87,24.99,1,24.99,14.88,14.88,0,0.5,1,0.5,LUCAA;CRSEPT7,1,0,0,N,0,0,0,0,30.99,6,0.6,0,1.44,29.99,6,wang5749,,2020/10/16 17:59,
201005G7U51DQ6,Completed,,,MY209210936254J,Standard Delivery,Dropoff,2020/10/12 8:50,2020/10/6 14:04,2020/10/5 8:49,2020/10/5 8:50,KT-??262,Ready Stock Kids Shoes Children's Sports Shoes Velcro Soft Running Shoes,KT-262_??_34,"black,34",56.9,39.83,1,39.83,17.07,17.07,0,0.5,1,0.5,CRSEPT7;FSV-60555819,0,0,0,N,0,0,0,0,39.83,0,0.8,0,2.39,39.83,6,sarani89,,2020/10/16 6:37,
201005G8YVW2V6,Completed,,,MY206430247025Z,Standard Delivery,Dropoff,2020/10/12 9:37,2020/10/8 13:53,2020/10/5 9:10,2020/10/6 9:37,KT-???292-2,Ready Stock Kids Shoes boy&girls Sports Shoes  kasut sukan Breathable mesh sneakers,,"Black,38",39.87,29.9,1,29.9,9.97,9.97,0,0.5,1,0.5,LUCAA;CRSEPT7;FSV-60641745,1,0,0,N,0,0,0,0,29.9,0,0.58,0,1.73,28.9,6,saranijugah89,,2020/10/20 16:09,
201005GCC1Q76Q,Completed,,,MY203453622323B,Standard Delivery,Dropoff,2020/10/12 10:10,2020/10/7 19:23,2020/10/5 10:10,2020/10/5 10:10,KT-??206,Ready Stock Shoes Kids  Sport Shoes Girls Velcro Breathable Mesh Vamp Sneakers LED Sneakers hello kitty,,"Purple,29",53.2,39.9,1,39.9,13.3,13.3,0,0.5,1,0.5,LUCAA;CRSEPT7;FSV-60592278,1,0,0,N,0,0,0,0,39.9,0,0.78,0,2.33,38.9,6,ladywaleanenur,,2020/10/15 16:06,
201005GE0XF0AQ,Completed,,,MY2096359538824,Standard Delivery,Dropoff,2020/10/12 10:42,2020/10/7 20:44,2020/10/5 10:40,2020/10/5 10:42,KT-S05,Ready Stock Kids Shoes Net Breathable Casual Shoes Boys Girlscandy color non-slip wear-resistant breathable shoes,KT-S05,"pink,24",37,25.9,1,25.9,11.1,11.1,0,0.5,1,0.5,LUCAA,1,0,0,N,0,0,0,0,31.9,6,0.62,0,1.49,30.9,6,fadilnida,,2020/10/16 19:13,
201005GHHHKCEW,Completed,,,MY200064522920P,Standard Delivery,Dropoff,2020/10/12 11:44,2020/10/7 19:23,2020/10/5 11:43,2020/10/5 11:44,KT-???292,Ready Stock Kids Shoes boy&girls Sports Shoes  kasut sukan Breathable mesh sneakers,,"Blue,33",38.53,28.89,1,28.89,9.64,9.64,0,0.5,1,0.5,CRSEPT7;FSV-60641745,0,0,0,N,0,0,0,0,28.89,0,0.58,0,1.73,28.89,6,kher_ara,,2020/10/16 0:41,
201005GJTJ4605,Completed,,,MY2006006520245,Standard Delivery,Dropoff,2020/10/12 12:07,2020/10/7 21:34,2020/10/5 12:06,2020/10/5 12:07,KT696,Ready Stock Kids Shoes ULTRAMAN Kid's Sandals Velcro Casual Shoes Luminous Sole,KT696_??_29,"blue,29?with light?",60,42,1,42,18,18,0,0.3,1,0.3,LUCAA,1,0,0,N,0,0,0,0,47.2,5.2,0.92,0,2.46,46.2,5.2,rynaapreasti,,2020/10/21 8:29,
201005GNNBG94B,Cancelled,Cancelled automatically by Shopee's system. Reason: Payment not received,,,Standard Delivery,Dropoff,,,2020/10/5 12:57,-,KT-??819,Ready Stock  Shoes Kids Shoes Boys Shoes Girls Sneakers Kids,,"Golden,21",39.87,19.98,1,19.98,19.89,19.89,0,0.5,1,0.5,,0,0,0,N,0,0,0,0,25.98,6,0.52,0,1.2,25.98,6,adindagee,,,
201005GU73FJMF,Cancelled,Cancelled automatically by Shopee's system. Reason: Payment not received,,,Standard Delivery,Dropoff,,,2020/10/5 14:36,-,KT-???292-2,Ready Stock Kids Shoes boy&girls Sports Shoes  kasut sukan Breathable mesh sneakers,,"Blue,35",38.53,28.89,1,28.89,9.64,9.64,0,0.5,1,0.5,,0,0,0,N,0,0,0,0,34.89,6,0.7,0,1.73,34.89,6,shaheeraiskandar,,,
201005GXD0TB26,Completed,,,MY2012415181047,Standard Delivery,Dropoff,2020/10/12 15:33,2020/10/7 20:24,2020/10/5 15:33,2020/10/5 15:33,KT-???292-2,Ready Stock Kids Shoes boy&girls Sports Shoes  kasut sukan Breathable mesh sneakers,,"Black,36",39.87,29.9,1,29.9,9.97,9.97,0,0.5,1,0.5,LUCAA;CROCT1;FSV-60592268,1,0,0,N,0,0,0,0,29.9,0,0.58,0,1.73,28.9,5.2,fatyn27,,2020/10/31 14:50,
201005H1F4Q9KY,Cancelled,Cancelled automatically by Shopee's system. Reason: Payment not received,,,Standard Delivery,Dropoff,,,2020/10/5 16:28,-,KT-S05,Ready Stock Kids Shoes Net Breathable Casual Shoes Boys Girlscandy color non-slip wear-resistant breathable shoes,KT-S05,"black,23",28.3,19.8,1,19.8,8.5,8.5,0,0.5,1,0.5,,0,0,0,N,0,0,0,0,25.8,6,0.52,0,1.19,25.8,6,nikmunie,,,
201005H1TKPPYE,Cancelled,Cancelled automatically by Shopee's system. Reason: Payment not received,,,Standard Delivery,Dropoff,,,2020/10/5 16:34,-,KT-??819,Ready Stock  Shoes Kids Shoes Boys Shoes Girls Sneakers Kids,,"Blue,21",39.87,19.98,5,99.9,99.45,99.45,0,2.5,5,2.5,10LUC12D1,9.99,0,0,N,0,0,0,0,121.3,21.4,2.23,0,5.39,111.31,21.4,romieridzis,,,
201005H58KH9F0,Completed,,,MY203626184008V,Standard Delivery,Dropoff,2020/10/12 17:37,2020/10/7 20:34,2020/10/5 17:36,2020/10/5 17:37,KT-A812,Ready Stock Kids Shoes Canvas Shoes Casual Shoes Velcro Skateboard Shoes,KT-A812,"red,31",31.5,23.62,1,23.62,7.88,7.88,0,0.5,1,0.5,,0,0,0,N,0,0,0,0,29.62,6,0.59,0,1.42,29.62,6,murnimoon00,,2020/10/14 20:53,
201005H80NH2P4,Completed,,,MY202566643914W,Standard Delivery,Dropoff,2020/10/15 18:26,2020/10/7 20:44,2020/10/5 18:25,2020/10/5 18:26,KT-???2115,Ready Stock Kids Shoes Kids Fashion Canvas Shoes Mickey Mouse 2 Color Velcro Shoes,KT-???2115_??_30,"black,30",34,26.9,1,26.9,7.1,7.1,0,0.3,1,0.3,CRSEPT7,0,0,0,N,0,0,0,0,32.9,6,0.66,0,1.61,32.9,6,ayusaira,,2020/11/8 7:47,??????
201005HBQX6D9N,Completed,,,MY206360456766Z,Standard Delivery,Dropoff,2020/10/12 19:38,2020/10/7 19:33,2020/10/5 19:32,2020/10/5 19:38,KT-???292,Ready Stock Kids Shoes boy&girls Sports Shoes  kasut sukan Breathable mesh sneakers,,"Pink,35",38.53,28.89,1,28.89,9.64,9.64,0,0.5,1,0.5,,0,0,0,N,0,0,0,0,34.89,6,0.7,0,1.73,34.89,6,noransieey,,2020/10/21 15:27,
201005HFS5RKXS,Cancelled,Cancelled automatically by Shopee's system. Reason: Payment not received,,,Standard Delivery,Dropoff,,,2020/10/5 20:44,-,KT-S05,Ready Stock Kids Shoes Net Breathable Casual Shoes Boys Girlscandy color non-slip wear-resistant breathable shoes,KT-S05,"yellow,27",37,25.9,1,25.9,11.1,11.1,0,0.5,1,0.5,LUCAA;CRSEPT7;FSV-60641745,1,0,0,N,0,0,0,0,25.9,0,0.5,0,1.49,24.9,6,_5com06j2p,,,
201005HJFNR4FM,Completed,,,MY207368243210P,Standard Delivery,Dropoff,2020/10/12 21:33,2020/10/7 21:34,2020/10/5 21:32,2020/10/5 21:33,KT-????A6-9,Kid's Shoes Summer Sandals Children's Shoes Boys Shoes Cartoon Shoes Non-slip Beach Shoes kids slipper Captain America Spider Man Batman,KT-????A6-9_?-???_30,"black-Batman,30",48,27.5,1,27.5,20.5,20.5,0,0.3,1,0.3,,0,0,0,N,0,0,0,0,32.7,5.2,0.65,0,1.65,32.7,5.2,alrashidmohamedariff,,2020/10/8 14:39,
201005HKN6M32H,Completed,,,MY202261225678H,Standard Delivery,Dropoff,2020/10/12 21:53,2020/10/7 21:34,2020/10/5 21:53,2020/10/5 21:53,KT-????A6-9,Kid's Shoes Summer Sandals Children's Shoes Boys Shoes Cartoon Shoes Non-slip Beach Shoes kids slipper Captain America Spider Man Batman,KT-????A6-9_?-???_27,"red,27",48,27.5,1,27.5,20.5,20.5,0,0.3,1,0.3,LUCAA;CRSEPT7;FSV-60555596,1,0,0,N,0,0,0,0,27.5,0,0.53,0,1.59,26.5,6,norliabintisani,,2020/10/21 18:18,
201005HN2BJM41,Completed,,,MY200635663607H,Standard Delivery,Dropoff,2020/10/12 22:20,2020/10/7 19:23,2020/10/5 22:19,2020/10/5 22:20,KT-???292,Ready Stock Kids Shoes boy&girls Sports Shoes  kasut sukan Breathable mesh sneakers,,"Pink,35",38.53,28.89,1,28.89,9.64,9.64,0,0.5,1,0.5,,0,0,0,N,0,0,0,0,34.89,6,0.7,0,1.73,34.89,6,shidahafifauni,,2020/10/15 8:01,
201005HNFKQNPG,Cancelled,Cancelled automatically by Shopee's system. Reason: Payment not received,,,Standard Delivery,Dropoff,,,2020/10/5 22:26,-,KT-???292-2,Ready Stock Kids Shoes boy&girls Sports Shoes  kasut sukan Breathable mesh sneakers,,"Blue,32",38.53,28.89,1,28.89,9.64,9.64,0,0.5,1,0.5,,0,0,0,N,0,0,0,0,34.89,6,0.7,0,1.73,34.89,6,9loue8adcq,,,
201005HQRJ7NDY,Cancelled,Cancelled by buyer. Reason: Need to modify order,,,Standard Delivery,Dropoff,,,2020/10/5 23:07,-,KT-??262,Ready Stock Kids Shoes Children's Sports Shoes Velcro Soft Running Shoes,KT-262_??_27,"pink,27",53.6,29.9,1,29.9,23.7,23.7,0,0.5,1,0.5,,0,0,0,N,0,0,0,0,35.9,6,0.72,0,1.79,35.9,6,aslamiea,,,
201005HR2JNAFK,Completed,,,MY2019194526003,Standard Delivery,Dropoff,2020/10/12 23:14,2020/10/8 4:33,2020/10/5 23:12,2020/10/5 23:14,KT-???292,Ready Stock Kids Shoes boy&girls Sports Shoes  kasut sukan Breathable mesh sneakers,,"Blue,34",38.53,28.89,1,28.89,9.64,9.64,0,0.5,1,0.5,LUCAA,1,0,0,N,0,0,0,0,34.89,6,0.68,0,1.67,33.89,6,adielamus,,2020/11/4 12:04,
201006HUBNH0CD,Completed,,Request Cancelled,MY2071509896170,Standard Delivery,Dropoff,2020/10/12 0:12,2020/10/8 13:53,2020/10/6 0:11,2020/10/6 0:12,KT-???292-2,Ready Stock Kids Shoes boy&girls Sports Shoes  kasut sukan Breathable mesh sneakers,,"Blue,35",38.53,28.89,1,28.89,9.64,9.64,0,0.5,1,0.5,,0,0,0,N,0,0,0,0,34.89,6,0.7,0,1.73,34.89,6,muhdakmalhafiz,,2020/10/19 16:27,
201006JQU3UF5K,Cancelled,Cancelled automatically by Shopee's system. Reason: Payment not received,,,Standard Delivery,Dropoff,,,2020/10/6 8:41,-,KT-????A6-9,Kid's Shoes Summer Sandals Children's Shoes Boys Shoes Cartoon Shoes Non-slip Beach Shoes kids slipper Captain America Spider Man Batman,KT-????A6-9_?-??_25,"black-Mickey,25",48,27.5,1,27.5,20.5,20.5,0,0.3,1,0.3,FSV-60641745,0,0,0,N,0,0,0,0,27.5,0,0.55,0,1.65,27.5,5.2,nurdiyanamohammadrizuwan,,,
201006JSP0A09X,Completed,,,MY208096637356X,Standard Delivery,Dropoff,2020/10/12 9:20,2020/10/8 13:53,2020/10/6 9:14,2020/10/6 9:20,KT-??819,Ready Stock  Shoes Kids Shoes Boys Shoes Girls Sneakers Kids,,"Blue,24",39.87,24.99,1,24.99,14.88,14.88,0,0.5,2,1,LUCAA;CRSEPT7;FSV-60641745,1,0,0,N,0,0,0,0,52.18,2.2,1.02,0,2.94,51.18,8.2,fajiji87,,2020/10/20 14:19,
201006JSP0A09X,Completed,,,MY208096637356X,Standard Delivery,Dropoff,2020/10/12 9:20,2020/10/8 13:53,2020/10/6 9:14,2020/10/6 9:20,KT-??819,Ready Stock  Shoes Kids Shoes Boys Shoes Girls Sneakers Kids,,"Blue,30",39.87,24.99,1,24.99,14.88,14.88,0,0.5,2,1,LUCAA;CRSEPT7;FSV-60641745,1,0,0,N,0,0,0,0,52.18,2.2,1.02,0,2.94,51.18,8.2,fajiji87,,2020/10/20 14:19,
201006K3XR2QQ6,Completed,,,MY200061349560Z,Standard Delivery,Dropoff,2020/10/12 12:19,2020/10/8 13:53,2020/10/6 12:18,2020/10/6 12:19,KT-??819,Ready Stock  Shoes Kids Shoes Boys Shoes Girls Sneakers Kids,,"Golden,29",39.87,24.99,1,24.99,14.88,14.88,0,0.5,1,0.5,,0,0,0,N,0,0,0,0,30.99,6,0.62,0,1.5,30.99,6,vickyrev,,2020/10/20 15:30,
201006K463U147,Completed,,,MY201789036171U,Standard Delivery,Dropoff,2020/10/12 12:23,2020/10/8 13:53,2020/10/6 12:22,2020/10/6 12:23,KT-???292-2,Ready Stock Kids Shoes boy&girls Sports Shoes  kasut sukan Breathable mesh sneakers,,"Blue,31",38.53,28.89,1,28.89,9.64,9.64,0,0.5,1,0.5,LUCAA;CRSEPT7;FSV-60641745,1,0,0,N,0,0,0,0,28.89,0,0.56,0,1.67,27.89,6,raimisyahanaz,,2020/10/20 11:45,
201006K4MCE0UG,Completed,,,MY205745243822P,Standard Delivery,Dropoff,2020/10/12 12:30,2020/10/8 13:53,2020/10/6 12:30,2020/10/6 12:30,KT-???292-2,Ready Stock Kids Shoes boy&girls Sports Shoes  kasut sukan Breathable mesh sneakers,,"Blue,30",38.53,28.89,1,28.89,9.64,9.64,0,0.5,2,1,10LUC12D1,5.48,0,0,N,0,0,0,0,62.98,8.2,1.15,0,2.96,57.5,8.2,ummuamin,,2020/10/21 3:27,
201006K4MCE0UG,Completed,,,MY205745243822P,Standard Delivery,Dropoff,2020/10/12 12:30,2020/10/8 13:53,2020/10/6 12:30,2020/10/6 12:30,KT-???292-2,Ready Stock Kids Shoes boy&girls Sports Shoes  kasut sukan Breathable mesh sneakers,,"Pink,28",34.53,25.89,1,25.89,8.64,8.64,0,0.5,2,1,10LUC12D1,5.48,0,0,N,0,0,0,0,62.98,8.2,1.15,0,2.96,57.5,8.2,ummuamin,,2020/10/21 3:27,
201006K7Y7JQKH,Completed,,,MY207501121679V,Standard Delivery,Dropoff,2020/10/12 13:30,2020/10/8 13:53,2020/10/6 13:29,2020/10/6 13:30,KT-???292,Ready Stock Kids Shoes boy&girls Sports Shoes  kasut sukan Breathable mesh sneakers,,"Blue,33",38.53,28.89,1,28.89,9.64,9.64,0,0.5,1,0.5,LUCAA;CROCT1;FSV-60592268,1,0,0,N,0,0,0,0,28.89,0,0.56,0,1.67,27.89,5.2,tomeiracing,,2020/11/4 18:53,
201006K9XY5ENA,Completed,,,MY2062466995021,Standard Delivery,Dropoff,2020/10/12 14:06,2020/10/8 14:03,2020/10/6 14:05,2020/10/6 14:06,KT-S05,Ready Stock Kids Shoes Net Breathable Casual Shoes Boys Girlscandy color non-slip wear-resistant breathable shoes,KT-S05,"yellow,24",37,25.9,1,25.9,11.1,11.1,0,0.5,1,0.5,,0,0,0,N,0,0,0,0,31.9,6,0.64,0,1.55,31.9,6,saeidah87,,2020/10/20 6:00,
201006KA5VMTQT,Completed,,,MY202068870565G,Standard Delivery,Dropoff,2020/10/12 14:09,2020/10/8 13:53,2020/10/6 14:09,2020/10/6 14:09,KT-??819,Ready Stock  Shoes Kids Shoes Boys Shoes Girls Sneakers Kids,,"Golden,27",39.87,24.99,1,24.99,14.88,14.88,0,0.5,1,0.5,LUCAA;FSV-60592278,1,0,0,N,0,0,0,0,24.99,0,0.48,0,1.44,23.99,5.2,ariefeffendie,,2020/10/14 20:12,
201006KBH0PNT0,Cancelled,Cancelled by buyer. Reason: Others,,,Standard Delivery,Dropoff,,,2020/10/6 14:33,-,KT-S05,Ready Stock Kids Shoes Net Breathable Casual Shoes Boys Girlscandy color non-slip wear-resistant breathable shoes,KT-S05,"pink,30",37,25.9,1,25.9,11.1,11.1,0,0.5,1,0.5,FSV-60641745,0,0,0,N,0,0,0,0,25.9,0,0.52,0,1.55,25.9,6,lijajatan,,,
201006KFTF2CGP,Completed,,,MY203841759466I,Standard Delivery,Dropoff,2020/10/12 16:38,2020/10/8 13:53,2020/10/6 15:50,2020/10/6 16:38,KT-???292-2,Ready Stock Kids Shoes boy&girls Sports Shoes  kasut sukan Breathable mesh sneakers,,"Blue,35",38.53,28.89,1,28.89,9.64,9.64,0,0.5,1,0.5,,0,0,0,N,0,0,0,0,34.09,5.2,0.68,0,1.73,34.09,5.2,intanmaysaah,,2020/10/8 13:59,
201006KHAUMEX0,Completed,,,MY207451933768W,Standard Delivery,Dropoff,2020/10/12 16:17,2020/10/8 13:53,2020/10/6 16:17,2020/10/6 16:17,KT-???292-2,Ready Stock Kids Shoes boy&girls Sports Shoes  kasut sukan Breathable mesh sneakers,,"Blue,38",39.87,29.9,1,29.9,9.97,9.97,0,0.5,3,1.5,10LUC12D1;CROCT1;FSV-60555439,8.47,0,0,N,0,0,0,0,91.28,6.6,1.66,0,4.57,82.81,12.6,qaseh_insyirah,,2020/10/16 21:57,
201006KHAUMEX0,Completed,,,MY207451933768W,Standard Delivery,Dropoff,2020/10/12 16:17,2020/10/8 13:53,2020/10/6 16:17,2020/10/6 16:17,KT-???292-2,Ready Stock Kids Shoes boy&girls Sports Shoes  kasut sukan Breathable mesh sneakers,,"Blue,32",38.53,28.89,1,28.89,9.64,9.64,0,0.5,3,1.5,10LUC12D1;CROCT1;FSV-60555439,8.47,0,0,N,0,0,0,0,91.28,6.6,1.66,0,4.57,82.81,12.6,qaseh_insyirah,,2020/10/16 21:57,
201006KHAUMEX0,Completed,,,MY207451933768W,Standard Delivery,Dropoff,2020/10/12 16:17,2020/10/8 13:53,2020/10/6 16:17,2020/10/6 16:17,KT-???292-2,Ready Stock Kids Shoes boy&girls Sports Shoes  kasut sukan Breathable mesh sneakers,,"Blue,28",34.53,25.89,1,25.89,8.64,8.64,0,0.5,3,1.5,10LUC12D1;CROCT1;FSV-60555439,8.47,0,0,N,0,0,0,0,91.28,6.6,1.66,0,4.57,82.81,12.6,qaseh_insyirah,,2020/10/16 21:57,
201006KHDS8XQ2,Completed,,,MY2097385641372,Standard Delivery,Dropoff,2020/10/12 17:59,2020/10/8 13:53,2020/10/6 16:19,2020/10/6 17:59,KT-???292,Ready Stock Kids Shoes boy&girls Sports Shoes  kasut sukan Breathable mesh sneakers,,"Blue,33",38.53,28.89,1,28.89,9.64,9.64,0,0.5,1,0.5,,0,0,0,N,0,0,0,0,34.89,6,0.7,0,1.73,34.89,6,azinah73,,2020/10/16 15:25,
201006KHF2DSYH,Completed,,,MY202967167544Q,Standard Delivery,Dropoff,2020/10/12 16:21,2020/10/8 13:53,2020/10/6 16:19,2020/10/6 16:21,KT-????A6-9,Kid's Shoes Summer Sandals Children's Shoes Boys Shoes Cartoon Shoes Non-slip Beach Shoes kids slipper Captain America Spider Man Batman,KT-????A6-9_?-???_23,"blue-Clownfish,23",48,27.5,1,27.5,20.5,20.5,0,0.3,1,0.3,FSV-60641745,0,0,0,N,0,0,0,0,27.5,0,0.55,0,1.65,27.5,5.2,azirahmi,,2020/10/19 23:40,
201006KMBCWCRQ,Completed,,,MY208304627785F,Standard Delivery,Dropoff,2020/10/12 17:11,2020/10/8 13:53,2020/10/6 17:11,2020/10/6 17:11,KT-???292-2,Ready Stock Kids Shoes boy&girls Sports Shoes  kasut sukan Breathable mesh sneakers,,"Blue,35",38.53,28.89,1,28.89,9.64,9.64,0,0.5,1,0.5,LUCAA;CROCT3;FSV-60555596,1,0,0,N,0,0,0,0,28.89,0,0.56,0,1.67,27.89,6,toksu10,,2020/10/17 13:39,
201006KNYQ6UWV,Completed,,,MY208935608219T,Standard Delivery,Dropoff,2020/10/12 17:42,2020/10/8 13:53,2020/10/6 17:40,2020/10/6 17:42,KT-???292-2,Ready Stock Kids Shoes boy&girls Sports Shoes  kasut sukan Breathable mesh sneakers,,"Blue,36",39.87,29.9,1,29.9,9.97,9.97,0,0.5,1,0.5,,0,0,0,N,0,0,0,0,35.9,6,0.72,0,1.79,35.9,6,noormanika,,2020/10/14 18:08,
201006KRXB09J4,Completed,,Request Cancelled,MY2003350760403,Standard Delivery,Dropoff,2020/10/12 23:19,2020/10/8 13:53,2020/10/6 18:33,2020/10/6 23:19,KT-??819,Ready Stock  Shoes Kids Shoes Boys Shoes Girls Sneakers Kids,,"Golden,26",39.87,24.99,1,24.99,14.88,14.88,0,0.5,2,1,LUCAA,1,0,0,N,0,0,0,0,57.38,7.4,1.13,0,2.94,56.38,7.4,aslinanwb17,,2020/11/6 7:58,
201006KRXB09J4,Completed,,Request Cancelled,MY2003350760403,Standard Delivery,Dropoff,2020/10/12 23:19,2020/10/8 13:53,2020/10/6 18:33,2020/10/6 23:19,KT-??819,Ready Stock  Shoes Kids Shoes Boys Shoes Girls Sneakers Kids,,"Blue,24",39.87,24.99,1,24.99,14.88,14.88,0,0.5,2,1,LUCAA,1,0,0,N,0,0,0,0,57.38,7.4,1.13,0,2.94,56.38,7.4,aslinanwb17,,2020/11/6 7:58,
