Order ID,Order Status,Cancel reason,Return / Refund Status,Tracking Number,Shipping Option,Shipment Method,Estimated Ship Out Date,Ship Time,Order Creation Date,Order Paid Time,Parent SKU Reference No.,Product Name,SKU Reference No.,Variation Name,Original Price,Deal Price,Quantity,Product Subtotal,Seller Rebate,Seller Discount,Shopee Rebate,SKU Total Weight,No of product in order,Order Total Weight,Voucher Code,Seller Voucher,Seller Absorbed Coin Cashback,Shopee Voucher,Bundle Deal Indicator,Shopee Bundle Discount,Seller Bundle Discount,Shopee Coins Offset,Credit Card Discount Total,Total Amount,Buyer Paid Shipping Fee,Transaction Fee,Commission Fee,Service Fee,Grand Total,Estimated Shipping Fee,Username (Buyer),Remark from buyer,Order Complete Time,Note
200901HUDGHT18,Cancelled,Cancelled by buyer. Reason: Need to modify order,,,Standard Delivery,Dropoff,,,2020/9/1 6:52,-,KT-S05 ,Ready Stock Kids Shoes Net Breathable Casual Shoes Boys Girlscandy color non-slip wear-resistant breathable shoes,KT-S05,"black,25",37,25.9,1,25.9,11.1,11.1,0,0.5,1,0.5,LUCAA;FSV-58796670,1,0,0,N,0,0,0,0,25.9,0,0.5,0,1.74,24.9,6,emamuda,,,
200901HUNXHSCM,Completed,,,MY201130258568J,Standard Delivery,Dropoff,2020/9/3 6:58,2020/9/2 11:00,2020/9/1 6:57,2020/9/1 6:58,KT-S05 ,Ready Stock Kids Shoes Net Breathable Casual Shoes Boys Girlscandy color non-slip wear-resistant breathable shoes,KT-S05,"black,27",37,25.9,1,25.9,11.1,11.1,0,0.5,1,0.5,LUCAA;FSV-58796670,1,0,0,N,0,0,0,0,25.9,0,0.5,0,1.74,24.9,6,emamuda,,2020/9/11 17:21,
200901HWCU2W80,Completed,,,MY200299723560X,Standard Delivery,Dropoff,2020/9/3 7:29,2020/9/2 10:44,2020/9/1 7:28,2020/9/1 7:29,KT-???292-2,Ready Stock Kids Shoes boy&girls Sports Shoes  kasut sukan Breathable mesh sneakers,,"Blue,36",39.87,29.9,1,29.9,9.97,9.97,0,0.5,1,0.5,99LUC72D1;FSV-58796670,2.99,0,0,N,0,0,0,0,29.9,0,0.54,0,1.88,26.91,5.2,alyaninasuhabintiothman,,2020/9/11 18:31,
200901J7BYYSJ7,Completed,,,MY205007282042Z,Standard Delivery,Dropoff,2020/9/3 10:29,2020/9/2 10:44,2020/9/1 10:26,2020/9/1 10:29,KT696,Ready Stock Kids Shoes ULTRAMAN Kid's Sandals Velcro Casual Shoes Luminous Sole,KT696_??_29,"blue,29?with light?",60,42,1,42,18,18,0,0.3,1,0.3,99LUC72D1;FSV-58796670,4.2,0,0,N,0,0,0,0,42,0,0.76,0,2.65,37.8,6,rayqalshah,,2020/9/11 17:27,
200901JCHV4JN0,Completed,,,MY2052538350953,Standard Delivery,Dropoff,2020/9/3 11:59,2020/9/2 11:00,2020/9/1 11:59,2020/9/1 11:59,KT-??206,Ready Stock Shoes Kids  Sport Shoes Girls Velcro Breathable Mesh Vamp Sneakers LED Sneakers,,"Pink,27",53.2,39.9,1,39.9,13.3,13.3,0,0.5,1,0.5,99LUC72D1;CRSEPT1;FSV-58708176,3.99,0,0,N,0,0,0,0,39.9,0,0.72,0,2.51,35.91,6,suhaizabasri,,2020/9/7 17:24,
200901JRYNBEFU,Completed,,,MY207895371778J,Standard Delivery,Dropoff,2020/9/3 15:41,2020/9/2 10:44,2020/9/1 15:41,2020/9/1 15:41,KT-??206,Ready Stock Shoes Kids  Sport Shoes Girls Velcro Breathable Mesh Vamp Sneakers LED Sneakers,,"Pink,31",57.2,42.9,1,42.9,14.3,14.3,0,0.5,1,0.5,99LUC72D1;CRSEPT1;FSV-58708176,4.29,0,0,N,0,0,0,0,42.9,0,0.77,0,2.7,38.61,5.2,elaine8226,,2020/9/8 16:33,
200901KD58AEAK,Completed,,,MY2031158274343,Standard Delivery,Dropoff,2020/9/3 21:45,2020/9/3 11:05,2020/9/1 21:42,2020/9/1 21:45,KT-???292-2,Ready Stock Kids Shoes boy&girls Sports Shoes  kasut sukan Breathable mesh sneakers,,"Blue,36",39.87,29.9,1,29.9,9.97,9.97,0,0.5,1,0.5,99LUC72D1,2.99,0,0,N,0,0,0,0,35.9,6,0.66,0,1.88,32.91,6,khairul_nisa09,,2020/9/11 19:38,
200901KG5JMHC6,Cancelled,Cancelled by buyer. Reason: Others / change of mind,,,Standard Delivery,Dropoff,2020/9/8 22:36,,2020/9/1 22:36,2020/9/1 22:36,KT-???2088,Ready Stock Kids Shoes Breathable Casual Shoes Velcro Fashion Non-slip Sneakers 3 Colors,KT-???2088_???_25,"pink,25",30,22.5,1,22.5,7.5,7.5,0,0.5,1,0.5,99LUC72D1;FSV-58708176,2.25,0,0,N,0,0,0,0,22.5,0,0.41,0,1.42,20.25,5.2,alicelsy2212,,,
200901KGMVW04G,Completed,,,MY208447318945R,Standard Delivery,Dropoff,2020/9/3 22:45,2020/9/3 16:06,2020/9/1 22:45,2020/9/1 22:45,KT-S05 ,Ready Stock Kids Shoes Net Breathable Casual Shoes Boys Girlscandy color non-slip wear-resistant breathable shoes,KT-S05,"pink,29",37,25.9,1,25.9,11.1,11.1,0,0.5,2,1,99LUC72D1;FSV-58796670,4.54,0,0,N,0,0,0,0,47.6,2.2,0.86,0,2.86,43.06,7.4,xbotzz,,2020/9/9 22:21,
200901KGMVW04G,Completed,,,MY208447318945R,Standard Delivery,Dropoff,2020/9/3 22:45,2020/9/3 16:06,2020/9/1 22:45,2020/9/1 22:45,KT-D-1,Children's Shoes Children's Sandals Casual Shoes Beach Shoes Donald Duck Disney Cute Sandals Non-slip and Breathable Comfortable and Waterproof,KT-D-1_???_26/27,"Khaki,26/27",25,19.5,1,19.5,5.5,5.5,0,0.5,2,1,99LUC72D1;FSV-58796670,4.54,0,0,N,0,0,0,0,47.6,2.2,0.86,0,2.86,43.06,7.4,xbotzz,,2020/9/9 22:21,
200902KW6QKRYA,Completed,,,MY207078051795Q,Standard Delivery,Dropoff,2020/9/4 2:30,2020/9/3 16:36,2020/9/2 2:29,2020/9/2 2:30,KT-S05 ,Ready Stock Kids Shoes Net Breathable Casual Shoes Boys Girlscandy color non-slip wear-resistant breathable shoes,KT-S05,"black,27",37,25.9,1,25.9,11.1,11.1,0,0.5,1,0.5,99LUC72D1;CRSEPT1;FSV-58706773,2.59,0,0,N,0,0,0,0,25.9,0,0.47,0,1.63,23.31,6,akmal0208,,2020/9/11 18:17,
200902MVH6R7D2,Completed,,,MY203203971841A,Standard Delivery,Dropoff,2020/9/4 11:51,2020/9/4 11:06,2020/9/2 11:50,2020/9/2 11:51,KT-S05 ,Ready Stock Kids Shoes Net Breathable Casual Shoes Boys Girlscandy color non-slip wear-resistant breathable shoes,KT-S05,"pink,31",41.3,28.9,1,28.9,12.4,12.4,0,0.5,1,0.5,99LUC72D1;FSV-58796670,2.89,0,0,N,0,0,0,0,28.9,0,0.52,0,1.82,26.01,6,hasmah1983,,2020/9/14 7:54,
200902NFCJVEE1,Completed,,,MY209405233804L,Standard Delivery,Dropoff,2020/9/4 17:28,2020/9/4 11:47,2020/9/2 17:28,2020/9/2 17:28,KT-S05 ,Ready Stock Kids Shoes Net Breathable Casual Shoes Boys Girlscandy color non-slip wear-resistant breathable shoes,KT-S05,"yellow,33",41.3,28.9,1,28.9,12.4,12.4,0,0.5,2,1,99LUC72D1,5.78,0,0,N,0,0,0,0,65.2,7.4,1.19,0,3.64,59.42,7.4,hafi7,,2020/9/19 8:20,
200902NFCJVEE1,Completed,,,MY209405233804L,Standard Delivery,Dropoff,2020/9/4 17:28,2020/9/4 11:47,2020/9/2 17:28,2020/9/2 17:28,KT-S05 ,Ready Stock Kids Shoes Net Breathable Casual Shoes Boys Girlscandy color non-slip wear-resistant breathable shoes,KT-S05,"black,30",41.3,28.9,1,28.9,12.4,12.4,0,0.5,2,1,99LUC72D1,5.78,0,0,N,0,0,0,0,65.2,7.4,1.19,0,3.64,59.42,7.4,hafi7,,2020/9/19 8:20,
200902NPBGM921,Completed,,,MY208914508276W,Standard Delivery,Dropoff,2020/9/4 19:32,2020/9/4 11:06,2020/9/2 19:32,2020/9/2 19:32,KT-S05 ,Ready Stock Kids Shoes Net Breathable Casual Shoes Boys Girlscandy color non-slip wear-resistant breathable shoes,KT-S05,"yellow,23",28.3,19.8,1,19.8,8.5,8.5,0,0.5,1,0.5,CRSEPT1,0,0,0,N,0,0,0,0,25.8,6,0.52,0,1.39,25.8,6,syedputranatasya,,2020/9/13 17:01,
200902NXFRCHPW,Completed,,,MY2039474262414,Standard Delivery,Dropoff,2020/9/4 21:58,2020/9/4 11:06,2020/9/2 21:58,2020/9/2 21:58,KT-???292-2,Ready Stock Kids Shoes boy&girls Sports Shoes  kasut sukan Breathable mesh sneakers,,"Blue,39",39.87,29.9,1,29.9,9.97,9.97,0,0.5,1,0.5,,0,0,0,N,0,0,0,0,35.1,5.2,0.7,0,2.09,35.1,5.2,17miamsyar,,2020/9/12 18:59,
200903P64XX572,Completed,,,MY204371641691D,Standard Delivery,Dropoff,2020/9/7 0:15,2020/9/4 22:06,2020/9/3 0:15,2020/9/3 0:15,KT-S05 ,Ready Stock Kids Shoes Net Breathable Casual Shoes Boys Girlscandy color non-slip wear-resistant breathable shoes,KT-S05,"yellow,27",37,25.9,1,25.9,11.1,11.1,0,0.5,2,1,99LUC72D1;CRSEPT1;FSV-58708176,5.18,0,0,N,0,0,0,0,54,2.2,0.98,0,3.26,48.82,8.2,hatikahshah,,2020/9/11 12:12,
200903P64XX572,Completed,,,MY204371641691D,Standard Delivery,Dropoff,2020/9/7 0:15,2020/9/4 22:06,2020/9/3 0:15,2020/9/3 0:15,KT-S05 ,Ready Stock Kids Shoes Net Breathable Casual Shoes Boys Girlscandy color non-slip wear-resistant breathable shoes,KT-S05,"pink,25",37,25.9,1,25.9,11.1,11.1,0,0.5,2,1,99LUC72D1;CRSEPT1;FSV-58708176,5.18,0,0,N,0,0,0,0,54,2.2,0.98,0,3.26,48.82,8.2,hatikahshah,,2020/9/11 12:12,
200903P70ADK6J,Cancelled,Cancelled automatically by Shopee's system. Reason: Payment not received,,,Standard Delivery,Dropoff,,,2020/9/3 0:30,-,KT-S05 ,Ready Stock Kids Shoes Net Breathable Casual Shoes Boys Girlscandy color non-slip wear-resistant breathable shoes,KT-S05,"pink,28",37,25.9,2,51.8,22.2,22.2,0,1,2,1,,0,0,0,N,0,0,0,0,60,8.2,1.2,0,3.63,60,8.2,yusnitasintok,,,
200903QA2V4DV2,Cancelled,Cancelled automatically by Shopee's system. Reason: Payment not received,,,Standard Delivery,Dropoff,,,2020/9/3 10:58,-,KT-262,Ready Stock Kids Shoes Children's Sports Shoes Velcro Soft Running Shoes,KT-262_??_29,"pink,29",53.6,37.52,1,37.52,16.08,16.08,0,0.5,1,0.5,FSV-58796670,0,0,0,N,0,0,0,0,37.52,0,0.75,0,2.63,37.52,5.2,azaleyafariesha,,,
200903QG9XNY50,Completed,,,MY205539035656I,Standard Delivery,Dropoff,2020/9/7 12:52,2020/9/4 11:06,2020/9/3 12:49,2020/9/3 12:52,KT-S05 ,Ready Stock Kids Shoes Net Breathable Casual Shoes Boys Girlscandy color non-slip wear-resistant breathable shoes,KT-S05,"pink,25",37,25.9,1,25.9,11.1,11.1,0,0.5,1,0.5,FSV-58796670,0,0,0,N,0,0,0,0,25.9,0,0.52,0,1.81,25.9,6,adyndaadyna,,2020/9/11 17:13,
200903QPX4ECTK,Completed,,,MY207712852923U,Standard Delivery,Dropoff,2020/9/7 17:52,2020/9/7 18:00,2020/9/3 14:48,2020/9/3 17:52,KT-???2115,Ready Stock Kids Shoes Kids Fashion Canvas Shoes Mickey Mouse 2 Color Velcro Shoes,KT-???2115_??_35,"brown,35",34,28.8,1,28.8,5.2,5.2,0,0.3,1,0.3,,0,0,0,N,0,0,0,0,34.8,6,0.7,0,2.02,34.8,6,marlina.hamidkhan,,2020/9/15 13:30,
200903QR1H2H2W,Completed,,,MY202948182637V,Standard Delivery,Dropoff,2020/9/7 15:40,2020/9/7 18:00,2020/9/3 15:08,2020/9/3 15:40,KT-???X19,Ready Stock Kids Shoes Kids Fashion Canvas Shoes Sesame Street,,"White,28",37.2,27.9,1,27.9,9.3,9.3,0,0.5,2,1,99LUC72D1,5.58,0,0,N,0,0,0,0,64,8.2,1.17,0,3.52,58.42,8.2,azammohammadjamil,,2020/9/12 20:57,
200903QR1H2H2W,Completed,,,MY202948182637V,Standard Delivery,Dropoff,2020/9/7 15:40,2020/9/7 18:00,2020/9/3 15:08,2020/9/3 15:40,KT-???X19,Ready Stock Kids Shoes Kids Fashion Canvas Shoes Sesame Street,,"White,29",37.2,27.9,1,27.9,9.3,9.3,0,0.5,2,1,99LUC72D1,5.58,0,0,N,0,0,0,0,64,8.2,1.17,0,3.52,58.42,8.2,azammohammadjamil,,2020/9/12 20:57,
200903R0SAWCCN,Completed,,Request Approved,MY205631411317D,Standard Delivery,Dropoff,2020/9/7 18:17,2020/9/7 16:51,2020/9/3 17:44,2020/9/3 18:17,KT-???292-2,Ready Stock Kids Shoes boy&girls Sports Shoes  kasut sukan Breathable mesh sneakers,,"Blue,28",34.53,25.89,1,25.89,8.64,8.64,0,0.5,1,0.5,99LUC72D1,2.59,0,0,N,0,0,0,0,31.09,5.2,0.57,0,1.63,25,5.2,massnaim,,2020/9/16 0:03,
200903R172TYX6,Completed,,,MY209725161372H,Standard Delivery,Dropoff,2020/9/7 17:54,2020/9/7 17:59,2020/9/3 17:52,2020/9/3 17:54,KT-???292,Ready Stock Kids Shoes boy&girls Sports Shoes  kasut sukan Breathable mesh sneakers,,"Blue,29",38.53,28.89,1,28.89,9.64,9.64,0,0.5,1,0.5,,0,0,0,N,0,0,0,0,34.89,6,0.7,0,2.02,34.89,6,fazimieoszali,,2020/9/13 17:37,
200903R4ARM6K6,Completed,,,MY204605103937F,Standard Delivery,Dropoff,2020/9/7 18:48,2020/9/7 16:51,2020/9/3 18:48,2020/9/3 18:48,KT-???292,Ready Stock Kids Shoes boy&girls Sports Shoes  kasut sukan Breathable mesh sneakers,,"Pink,35",38.53,28.89,1,28.89,9.64,9.64,0,0.5,1,0.5,,0,0,0,N,0,0,0,0,34.09,5.2,0.68,0,2.02,34.09,5.2,nalzaukgnet,,2020/9/10 13:34,
200903RJBABPAG,Completed,,,MY205195456453X,Standard Delivery,Dropoff,2020/9/7 22:59,2020/9/7 16:51,2020/9/3 22:59,2020/9/3 22:59,KT-???292-2,Ready Stock Kids Shoes boy&girls Sports Shoes  kasut sukan Breathable mesh sneakers,,"Blue,37",39.87,29.9,1,29.9,9.97,9.97,0,0.5,1,0.5,99LUC72D1;FSV-58708176,2.99,0,0,N,0,0,0,0,29.9,0,0.54,0,1.88,26.91,5.2,thilaga79,,2020/9/11 19:23,
200904RVUJW7CP,Completed,,,MY200472109661L,Standard Delivery,Dropoff,2020/9/8 2:08,2020/9/7 18:00,2020/9/4 2:07,2020/9/4 2:08,KT-???2115,Ready Stock Kids Shoes Kids Fashion Canvas Shoes Mickey Mouse 2 Color Velcro Shoes,KT-???2115_??_37,"brown,37",34,28.8,1,28.8,5.2,5.2,0,0.3,1,0.3,99LUC72D1,2.88,0,0,N,0,0,0,0,34,5.2,0.62,0,1.81,31.12,5.2,arniezul,,2020/9/22 7:38,
200904SH6EY92B,Completed,,,MY200668497623F,Standard Delivery,Dropoff,2020/9/8 8:12,2020/9/7 16:51,2020/9/4 8:11,2020/9/4 8:12,KT-S05 ,Ready Stock Kids Shoes Net Breathable Casual Shoes Boys Girlscandy color non-slip wear-resistant breathable shoes,KT-S05,"black,33",41.3,28.9,1,28.9,12.4,12.4,0,0.5,1,0.5,,0,0,0,N,0,0,0,0,34.9,6,0.7,0,2.02,34.9,6,nasridropship,,2020/9/12 11:06,
200904SN7FW351,Completed,,,MY2049732195606,Standard Delivery,Dropoff,2020/9/8 9:24,2020/9/7 17:59,2020/9/4 9:23,2020/9/4 9:24,KT-S05 ,Ready Stock Kids Shoes Net Breathable Casual Shoes Boys Girlscandy color non-slip wear-resistant breathable shoes,KT-S05,"pink,29",37,25.9,1,25.9,11.1,11.1,0,0.5,1,0.5,,0,0,0,N,0,0,0,0,31.9,6,0.64,0,1.81,31.9,6,aznyamudi1979,,2020/9/13 22:29,
200904SSMEU9M5,Cancelled,Cancelled automatically by Shopee's system. Reason: Payment not received,,,Standard Delivery,Dropoff,,,2020/9/4 10:42,-,KT-???292-2,Ready Stock Kids Shoes boy&girls Sports Shoes  kasut sukan Breathable mesh sneakers,,"Blue,32",38.53,28.89,1,28.89,9.64,9.64,0,0.5,1,0.5,,0,0,0,N,0,0,0,0,34.89,6,0.7,0,2.02,34.89,6,yasmin_shitah,,,
200904ST9X20WV,Cancelled,Cancelled automatically by Shopee's system. Reason: Payment not received,,,Standard Delivery,Dropoff,,,2020/9/4 10:54,-,KT-???292,Ready Stock Kids Shoes boy&girls Sports Shoes  kasut sukan Breathable mesh sneakers,,"Blue,37",39.87,29.9,1,29.9,9.97,9.97,0,0.5,1,0.5,,0,0,0,N,0,0,0,0,35.9,6,0.72,0,2.09,35.9,6,noridaheyda,,,
200904T2XUK289,Completed,,,MY206589985032I,Standard Delivery,Dropoff,2020/9/8 13:33,2020/9/7 18:00,2020/9/4 13:28,2020/9/4 13:33,KT-???2115,Ready Stock Kids Shoes Kids Fashion Canvas Shoes Mickey Mouse 2 Color Velcro Shoes,KT-???2115_??_30,"brown,30",34,28.8,1,28.8,5.2,5.2,0,0.3,1,0.3,99LUC72D1;CRSEPT1;FSV-58708176,2.88,0,0,N,0,0,0,0,28.8,0,0.52,0,1.81,25.92,5.2,novistoregombak,,2020/9/21 18:01,
200904T5J7Y74Y,Completed,,,MY2002957922564,Standard Delivery,Dropoff,2020/9/8 14:15,2020/9/7 16:51,2020/9/4 14:15,2020/9/4 14:15,KT-???292-2,Ready Stock Kids Shoes boy&girls Sports Shoes  kasut sukan Breathable mesh sneakers,,"Blue,30",38.53,28.89,1,28.89,9.64,9.64,0,0.5,1,0.5,99LUC72D1;FSV-58708176,2.89,0,0,N,0,0,0,0,28.89,0,0.52,0,1.82,26,6,misspija,,2020/9/15 16:16,
200904TG9BEBEE,Completed,,,MY205929884763F,Standard Delivery,Dropoff,2020/9/8 17:28,2020/9/7 18:00,2020/9/4 17:27,2020/9/4 17:28,KT-S05 ,Ready Stock Kids Shoes Net Breathable Casual Shoes Boys Girlscandy color non-slip wear-resistant breathable shoes,KT-S05,"pink,32",41.3,28.9,1,28.9,12.4,12.4,0,0.5,1,0.5,,0,0,0,N,0,0,0,0,34.9,6,0.7,0,2.02,34.9,6,norizanbusri,,2020/9/18 10:20,
200904TM978AFM,Completed,,,MY202560174205F,Standard Delivery,Dropoff,2020/9/8 18:39,2020/9/7 18:00,2020/9/4 18:38,2020/9/4 18:39,KT-D-1,Children's Shoes Children's Sandals Casual Shoes Beach Shoes Donald Duck Disney Cute Sandals Non-slip and Breathable Comfortable and Waterproof,KT-D-1_??_30/31,"pink,30/31",25.4,20.5,1,20.5,4.9,4.9,0,0.5,2,1,LUCAA;FSV-58705857,1,0,0,N,0,0,0,0,43.2,2.2,0.84,0,2.8,42.2,8.2,senglee8,,2020/9/22 11:31,
200904TM978AFM,Completed,,,MY202560174205F,Standard Delivery,Dropoff,2020/9/8 18:39,2020/9/7 18:00,2020/9/4 18:38,2020/9/4 18:39,KT-D-1,Children's Shoes Children's Sandals Casual Shoes Beach Shoes Donald Duck Disney Cute Sandals Non-slip and Breathable Comfortable and Waterproof,KT-D-1_???_28/29,"Khaki,28/29",25.4,20.5,1,20.5,4.9,4.9,0,0.5,2,1,LUCAA;FSV-58705857,1,0,0,N,0,0,0,0,43.2,2.2,0.84,0,2.8,42.2,8.2,senglee8,,2020/9/22 11:31,
200904U2T8THA1,Completed,,,MY206367145621U,Standard Delivery,Dropoff,2020/9/8 22:59,2020/9/7 18:00,2020/9/4 22:59,2020/9/4 22:59,KT-S05 ,Ready Stock Kids Shoes Net Breathable Casual Shoes Boys Girlscandy color non-slip wear-resistant breathable shoes,KT-S05,"yellow,26",37,25.9,1,25.9,11.1,11.1,0,0.5,1,0.5,99LUC72D1;CRSEPT1;FSV-58708176,2.59,0,0,N,0,0,0,0,25.9,0,0.47,0,1.63,23.31,5.2,che_aishah,,2020/9/18 10:43,
200905UATU4Q58,Completed,,,MY202893543049S,Standard Delivery,Dropoff,2020/9/8 1:23,2020/9/9 11:46,2020/9/5 1:22,2020/9/5 1:23,KT-???X19,Ready Stock Kids Shoes Kids Fashion Canvas Shoes Sesame Street,,"White,30",37.2,27.9,1,27.9,9.3,9.3,0,0.5,2,1,FSV-58796670,0,0,0,N,0,0,0,0,58,2.2,1.16,0,3.91,58,7.4,nurulafiqahmdshukor,,2020/9/16 13:14,4604532675668 ??
200905UATU4Q58,Completed,,,MY202893543049S,Standard Delivery,Dropoff,2020/9/8 1:23,2020/9/9 11:46,2020/9/5 1:22,2020/9/5 1:23,KT-???X19,Ready Stock Kids Shoes Kids Fashion Canvas Shoes Sesame Street,,"White,27",37.2,27.9,1,27.9,9.3,9.3,0,0.5,2,1,FSV-58796670,0,0,0,N,0,0,0,0,58,2.2,1.16,0,3.91,58,7.4,nurulafiqahmdshukor,,2020/9/16 13:14,4604532675668 ??
200905UXMYH94U,Completed,,,MY207094576180P,Standard Delivery,Dropoff,2020/9/8 7:18,2020/9/7 18:00,2020/9/5 7:17,2020/9/5 7:18,KT-S05 ,Ready Stock Kids Shoes Net Breathable Casual Shoes Boys Girlscandy color non-slip wear-resistant breathable shoes,KT-S05,"black,23",28.3,19.8,1,19.8,8.5,8.5,0,0.5,1,0.5,,0,0,0,N,0,0,0,0,25,5.2,0.5,0,1.39,25,5.2,ibah_zailani,,2020/9/11 14:36,
200905VA349TCV,Completed,,,MY2016552293561,Standard Delivery,Dropoff,2020/9/8 10:42,2020/9/7 18:00,2020/9/5 10:41,2020/9/5 10:42,KT-S05 ,Ready Stock Kids Shoes Net Breathable Casual Shoes Boys Girlscandy color non-slip wear-resistant breathable shoes,KT-S05,"yellow,30",37,25.9,1,25.9,11.1,11.1,0,0.5,1,0.5,LUCAA;CRSEPT1;FSV-58796670,1,0,0,N,0,0,0,0,25.9,0,0.5,0,1.74,24.9,5.2,nazurahrosly,,2020/9/22 9:06,
2009050536CV5W,Completed,,,MY209443049428F,Standard Delivery,Dropoff,2020/9/8 19:44,2020/9/9 11:46,2020/9/5 19:44,2020/9/5 19:44,KT-???X19,Ready Stock Kids Shoes Kids Fashion Canvas Shoes Sesame Street,,"Black,31",39.87,29.9,1,29.9,9.97,9.97,0,0.5,2,1,99LUC72D1;CRSEPT1;FSV-58708176,5.98,0,0,N,0,0,0,0,62,2.2,1.12,0,3.77,56.02,7.4,hafizsihit,,2020/9/16 14:31,
2009050536CV5W,Completed,,,MY209443049428F,Standard Delivery,Dropoff,2020/9/8 19:44,2020/9/9 11:46,2020/9/5 19:44,2020/9/5 19:44,KT-???X19,Ready Stock Kids Shoes Kids Fashion Canvas Shoes Sesame Street,,"White,34",39.87,29.9,1,29.9,9.97,9.97,0,0.5,2,1,99LUC72D1;CRSEPT1;FSV-58708176,5.98,0,0,N,0,0,0,0,62,2.2,1.12,0,3.77,56.02,7.4,hafizsihit,,2020/9/16 14:31,
200905069QKFKR,Completed,,,MY201047779608B,Standard Delivery,Dropoff,2020/9/8 20:06,2020/9/7 18:00,2020/9/5 20:06,2020/9/5 20:06,KT-???292-2,Ready Stock Kids Shoes boy&girls Sports Shoes  kasut sukan Breathable mesh sneakers,,"Pink,29",38.53,28.89,1,28.89,9.64,9.64,0,0.5,1,0.5,CRSEPT1;FSV-58708176,0,0,0,N,0,0,0,0,28.89,0,0.58,0,2.02,28.89,6,nurel07,,2020/9/14 18:19,
200905094XVYBK,Cancelled,Cancelled automatically by Shopee's system. Reason: Payment not received,,,Standard Delivery,Dropoff,,,2020/9/5 20:57,-,KT-????A6-9,Kid's Shoes Summer Sandals Children's Shoes Boys Shoes Cartoon Shoes Non-slip Beach Shoes kids slipper Captain America Spider Man Batman,KT-????A6-9_?-???_31,"black-Batman,31",48,27.5,1,27.5,20.5,20.5,0,0.3,1,0.3,,0,0,0,N,0,0,0,0,33.5,6,0.67,0,1.93,33.5,6,hasreenabintiabdullah,,,
2009060Q7GAJAE,Completed,,,MY207089980275E,Standard Delivery,Dropoff,2020/9/8 1:10,2020/9/7 18:00,2020/9/6 1:09,2020/9/6 1:10,KT-D-1,Children's Shoes Children's Sandals Casual Shoes Beach Shoes Donald Duck Disney Cute Sandals Non-slip and Breathable Comfortable and Waterproof,KT-D-1_???_32/33,"royal blue,32/33",26.3,21.5,1,21.5,4.8,4.8,0,0.5,1,0.5,99LUC72D1;FSV-58796670,2.15,0,0,N,0,0,0,0,21.5,0,0.39,0,1.35,19.35,5.2,3homr573saeatrc5g86g,,2020/9/21 21:29,
2009061MH4FAV3,Completed,,,MY207750728428Z,Standard Delivery,Dropoff,2020/9/8 9:54,2020/9/7 18:00,2020/9/6 9:53,2020/9/6 9:54,KT-S05 ,Ready Stock Kids Shoes Net Breathable Casual Shoes Boys Girlscandy color non-slip wear-resistant breathable shoes,KT-S05,"pink,29",37,25.9,1,25.9,11.1,11.1,0,0.5,1,0.5,,0,0,0,N,0,0,0,0,31.9,6,0.64,0,1.81,31.9,6,symateh,,2020/9/17 8:58,
2009062M06CPBG,Completed,,,MY208176498536E,Standard Delivery,Dropoff,2020/9/8 19:17,2020/9/8 15:36,2020/9/6 19:16,2020/9/6 19:17,KT-262,Ready Stock Kids Shoes Children's Sports Shoes Velcro Soft Running Shoes,KT-262_??_30,"pink,30",56.9,39.83,1,39.83,17.07,17.07,0,0.5,1,0.5,99LUC72D1,3.99,0,0,N,0,0,0,0,45.83,6,0.84,0,2.51,41.84,6,qairadinna2,,2020/9/13 21:33,
2009074890CEV1,Completed,,,MY202349201128H,Standard Delivery,Dropoff,2020/9/9 10:52,2020/9/10 12:04,2020/9/7 10:52,2020/9/7 10:52,KT-S05 ,Ready Stock Kids Shoes Net Breathable Casual Shoes Boys Girlscandy color non-slip wear-resistant breathable shoes,KT-S05,"pink,29",37,25.9,2,51.8,22.2,22.2,0,1,2,1,FSV-58708176,0,0,0,N,0,0,0,0,54,2.2,1.08,0,3.63,54,7.4,msuffianzakaria,,2020/9/18 12:02,
2009074AE7M0QJ,Cancelled,Cancelled by buyer. Reason: Need to change delivery address,,,Standard Delivery,Dropoff,,,2020/9/7 11:30,-,KT-??206,Ready Stock Shoes Kids  Sport Shoes Girls Velcro Breathable Mesh Vamp Sneakers LED Sneakers,,"Pink,26",49.2,36.9,1,36.9,12.3,12.3,0,0.5,1,0.5,99LUC72D1;FSV-58796670,3.69,0,0,N,0,0,0,0,36.9,0,0.66,0,2.32,33.21,6,haizam02,,,
2009074D6RW6GP,Completed,,,MY201534029886L,Standard Delivery,Dropoff,2020/9/9 12:21,2020/9/8 15:36,2020/9/7 12:20,2020/9/7 12:21,KT-322,Ready Stock Kids Shoes Children's Sports Shoes Sneakers Breathable Mesh Vamp Shoes,KT-322_??_31,"??,31",42.6,29.82,1,29.82,12.78,12.78,0,0.5,1,0.5,99LUC72D1;FSV-58796670,2.99,0,0,N,0,0,0,0,29.82,0,0.54,0,1.88,26.83,5.2,wendyywt,,2020/9/9 12:42,
